id,ppd,jenis_sekolah,kod_sekolah,nama_sekolah,alamat,poskod,bandar,no_telefon,no_faks,emel,lokasi,kerajaan/bantuan/swasta,bil_murid,bil_guru,x,y,primary_secondary,district,parlimen,dun
1103,PPD SIMUNJAN,SK,YBB8312,SEKOLAH KEBANGSAAN KEPAYANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8312@moe.edu.my,Luar Bandar,SK,59,11,110.944968,1.279932,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1104,PPD SIMUNJAN,SK,YBA8307,SEKOLAH KEBANGSAAN KG GUMPEY,KAMPUNG GUMPEY,94800,SIMUNJAN,TIADA,TIADA,YBA8307@moe.edu.my,Luar Bandar,SK,70,14,110.6548,1.27965,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1105,PPD SIMUNJAN,SK,YBA8321,SEKOLAH KEBANGSAAN KLAIT,D/A PEJABAT PENDIDIKAN DAERAHÂ Â SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8321@moe.edu.my,Luar Bandar,SK,34,12,110.874217,1.507434,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1106,PPD SIMUNJAN,SK,YBB8329,SEKOLAH KEBANGSAAN LEPONG EMPLAS,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8329@moe.edu.my,Luar Bandar,SK,24,9,110.822844,1.339967,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1107,PPD SIMUNJAN,SK,YBA8301,SEKOLAH KEBANGSAAN LUBOK BUNTIN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8301@moe.edu.my,Luar Bandar,SK,79,14,110.6603833,1.3746,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1108,PPD SIMUNJAN,SK,YBE8310,SEKOLAH KEBANGSAAN LUBOK PUNGGOR,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82896788,TIADA,YBE8310@moe.edu.my,Luar Bandar,SK,90,14,110.70175,1.3399,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1109,PPD SIMUNJAN,SK,YBB8335,SEKOLAH KEBANGSAAN LUNYING,KPG LUNYING,94850,SEBUYAU,TIADA,TIADA,YBB8335@moe.edu.my,Luar Bandar,SK,41,11,110.859792,1.488411,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1110,PPD SIMUNJAN,SK,YBB8331,SEKOLAH KEBANGSAAN MENTU,D/A PEJABAT PENDIDIKAN DAERAHÂ Â SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8331@moe.edu.my,Luar Bandar,SK,35,11,111.029299,1.266798,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1111,PPD SIMUNJAN,SK,YBB8332,SEKOLAH KEBANGSAAN MUDING,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8332@moe.edu.my,Luar Bandar,SK,47,12,111.028013,1.233941,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1112,PPD SIMUNJAN,SK,YBB8314,SEKOLAH KEBANGSAAN MUNGGU LALLANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,,,YBB8314@moe.edu.my,Luar Bandar,SK,83,14,110.9086,1.2383,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1113,PPD SIMUNJAN,SK,YBB8307,SEKOLAH KEBANGSAAN NYELITAK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8307@moe.edu.my,Luar Bandar,SK,35,10,110.931067,1.116765,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1114,PPD SIMUNJAN,SK,YBB8310,SEKOLAH KEBANGSAAN PADANG PEDALAI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82766002,TIADA,YBB8310@moe.edu.my,Luar Bandar,SK,135,16,110.8890833,1.173383333,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1115,PPD SIMUNJAN,SK,YBA8317,SEKOLAH KEBANGSAAN RABA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8317@moe.edu.my,Luar Bandar,SK,51,13,110.9557333,1.498283333,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1116,PPD SIMUNJAN,SK,YBB8301,SEKOLAH KEBANGSAAN RAJAU ENSIKA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8301@moe.edu.my,Luar Bandar,SK,16,10,110.8292896,1.5098338,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1117,PPD SIMUNJAN,SK,YBE8312,SEKOLAH KEBANGSAAN SAGENG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82805009,TIADA,YBE8312@moe.edu.my,Luar Bandar,SK,231,28,110.7528667,1.379016667,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1118,PPD SIMUNJAN,SK,YBB8326,SEKOLAH KEBANGSAAN SEBANGKOI/MAWANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8326@moe.edu.my,Luar Bandar,SK,61,14,110.8704833,1.120433333,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1119,PPD SIMUNJAN,SK,YBB8302,SEKOLAH KEBANGSAAN SEBUYAU/ENSENGGEI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8302@moe.edu.my,Luar Bandar,SK,79,14,110.639475,1.417529,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1120,PPD SIMUNJAN,SK,YBA8314,SEKOLAH KEBANGSAAN SEGALI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8314@moe.edu.my,Luar Bandar,SK,71,13,110.768044,1.508654,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1121,PPD SIMUNJAN,SK,YBB8317,SEKOLAH KEBANGSAAN SEKENDU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8317@moe.edu.my,Luar Bandar,SK,49,13,110.7681245,1.3646031,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1122,PPD SIMUNJAN,SK,YBB8309,SEKOLAH KEBANGSAAN SEMALATONG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8309@moe.edu.my,Luar Bandar,SK,109,13,110.9177667,1.209733333,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1123,PPD SIMUNJAN,SK,YBA8315,SEKOLAH KEBANGSAAN SERUYUK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8315@moe.edu.my,Luar Bandar,SK,78,14,110.7184167,1.4504,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1124,PPD SIMUNJAN,SK,YBA8309,SEKOLAH KEBANGSAAN SG APIN,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82895755,TIADA,YBA8309@moe.edu.my,Luar Bandar,SK,99,14,110.6653333,1.407816667,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1125,PPD SIMUNJAN,SK,YBA8306,SEKOLAH KEBANGSAAN SG LADONG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,82895786,TIADA,YBA8306@moe.edu.my,Luar Bandar,SK,172,20,110.7530833,1.470966667,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1126,PPD SIMUNJAN,SK,YBB8315,SEKOLAH KEBANGSAAN SG LINGKAU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8315@moe.edu.my,Luar Bandar,SK,35,12,110.7898,1.33585,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1127,PPD SIMUNJAN,SK,YBB8319,SEKOLAH KEBANGSAAN SKITONG/MERANTI,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJANÂ ,94800,SIMUNJAN,TIADA,,YBB8319@moe.edu.my,Luar Bandar,SK,30,10,110.810898,1.533392,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1128,PPD SIMUNJAN,SK,YBA8313,SEKOLAH KEBANGSAAN ST ANDREW,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8313@moe.edu.my,Luar Bandar,SK,29,8,110.874815,1.449711,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1129,PPD SIMUNJAN,SK,YBB8304,SEKOLAH KEBANGSAAN SUNGAI ARUS LUMUT,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,,,YBB8304@moe.edu.my,Luar Bandar,SK,19,12,110.7963681,1.5589006,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1130,PPD SIMUNJAN,SK,YBB8320,SEKOLAH KEBANGSAAN SUNGAI BA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8320@moe.edu.my,Luar Bandar,SK,37,10,110.7203333,1.3837,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1131,PPD SIMUNJAN,SK,YBB8308,SEKOLAH KEBANGSAAN SUNGAI PINANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJANÂ ,94800,SIMUNJAN,TIADA,TIADA,YBB8308@moe.edu.my,Luar Bandar,SK,36,10,110.8772667,1.077983333,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1132,PPD SIMUNJAN,SK,YBA8310,SEKOLAH KEBANGSAAN TANJUNG PISANG SELANGKING,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8310@moe.edu.my,Luar Bandar,SK,60,13,110.65995,1.417783333,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1133,PPD SIMUNJAN,SK,YBA8320,SEKOLAH KEBANGSAAN TEBELU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,,,YBA8320@moe.edu.my,Luar Bandar,SK,154,17,110.8584833,1.541666667,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1134,PPD SIMUNJAN,SK,YBB8328,SEKOLAH KEBANGSAAN TEGELAM,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8328@moe.edu.my,Luar Bandar,SK,20,10,110.686761,1.349098,Primary,Simunjan,P.200 Batang Sadong,N.26 Gedong
1135,PPD SIMUNJAN,SK,YBB8327,SEKOLAH KEBANGSAAN TELAGUS/JEROK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8327@moe.edu.my,Luar Bandar,SK,206,19,110.856,1.0494,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1136,PPD SIMUNJAN,SK,YBB8305,SEKOLAH KEBANGSAAN TEMIANG,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8305@moe.edu.my,Luar Bandar,SK,59,15,110.8405333,1.33495,Primary,Simunjan,P.200 Batang Sadong,N.25 Simunjan
1137,PPD SIMUNJAN,SK,YBA8318,SEKOLAH KEBANGSAAN TUANKU BAGUS,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,83467149,TIADA,YBA8318@moe.edu.my,Luar Bandar,SK,476,45,110.93725,1.519083333,Primary,Simunjan,,
1138,PPD SIMUNJAN,SK,YBB8333,SEKOLAH KEBANGSAAN TUBA,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8333@moe.edu.my,Luar Bandar,SK,51,12,111.089319,1.292066,Primary,Simunjan,P.202 Sri Aman,N.30 Balai Ringin
1139,PPD SIMUNJAN,SK,YBB8303,SEKOLAH KEBANGSAAN TUNGKAH DAYAK,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBB8303@moe.edu.my,Luar Bandar,SK,32,12,110.77674,1.539317,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1140,PPD SIMUNJAN,SK,YBA8303,SEKOLAH KEBANGSAAN TUNGKAH MELAYU,D/A PEJABAT PENDIDIKAN DAERAH SIMUNJAN,94800,SIMUNJAN,TIADA,TIADA,YBA8303@moe.edu.my,Luar Bandar,SK,119,17,110.7867167,1.53835,Primary,Simunjan,P.201 Batang Lupar,N.27 Sebuyau
1141,PPD SONG,SJKC,YCC7301,SEKOLAH JENIS KEBANGSAAN (CINA) HIN HUA,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,84777089,TIADA,YCC7301@moe.edu.my,Luar Bandar,SBK,185,19,112.5471667,2.006466667,Primary,Song,P.215 Kapit,N.62 Katibas
1142,PPD SONG,SK,YCB7301,SEKOLAH KEBANGSAAN CARDINAL VAUGHAN,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,84777475,84777475,YCB7301@moe.edu.my,Luar Bandar,SBK,602,46,112.5575333,2.005333333,Primary,Song,P.215 Kapit,N.62 Katibas
1143,PPD SONG,SK,YBB7310,SEKOLAH KEBANGSAAN LUBOK BEDIL,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7310@moe.edu.my,Luar Bandar,SK,41,11,112.628547,1.853711,Primary,Song,P.215 Kapit,N.62 Katibas
1144,PPD SONG,SK,YBB7308,SEKOLAH KEBANGSAAN LUBOK IPOH,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7308@moe.edu.my,Luar Bandar,SK,40,11,112.378786,1.70507,Primary,Song,P.215 Kapit,N.62 Katibas
1145,PPD SONG,SK,YBB7307,SEKOLAH KEBANGSAAN NANGA NYIMOH,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7307@moe.edu.my,Luar Bandar,SK,69,17,112.5423667,1.957866667,Primary,Song,P.215 Kapit,N.62 Katibas
1146,PPD SONG,SK,YBB7304,SEKOLAH KEBANGSAAN NG BANGKIT,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,,,YBB7304@moe.edu.my,Luar Bandar,SK,35,14,112.637973,1.771204,Primary,Song,P.215 Kapit,N.62 Katibas
1147,PPD SONG,SK,YBB7302,SEKOLAH KEBANGSAAN NG BEGUANG,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7302@moe.edu.my,Luar Bandar,SK,44,14,112.428085,2.034993,Primary,Song,P.215 Kapit,N.62 Katibas
1148,PPD SONG,SK,YBB7305,SEKOLAH KEBANGSAAN NG DALAI,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7305@moe.edu.my,Luar Bandar,SK,43,14,112.487101,2.080955,Primary,Song,P.215 Kapit,N.62 Katibas
1149,PPD SONG,SK,YBB7312,SEKOLAH KEBANGSAAN NG EMBUAU,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,,,YBB7312@moe.edu.my,Luar Bandar,SK,131,14,112.607111,2.007866,Primary,Song,P.215 Kapit,N.62 Katibas
1150,PPD SONG,SK,YBB7301,SEKOLAH KEBANGSAAN NG ENGKUAH,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,,,YBB7301@moe.edu.my,Luar Bandar,SK,66,14,112.552282,1.710218,Primary,Song,P.215 Kapit,N.62 Katibas
1151,PPD SONG,SK,YBB7309,SEKOLAH KEBANGSAAN NG JANAN,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7309@moe.edu.my,Luar Bandar,SK,32,14,112.720481,1.903176,Primary,Song,P.215 Kapit,N.62 Katibas
1152,PPD SONG,SK,YBB7311,SEKOLAH KEBANGSAAN NG MUSAH,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7311@moe.edu.my,Luar Bandar,SK,30,8,112.5426667,1.9575,Primary,Song,P.215 Kapit,N.62 Katibas
1153,PPD SONG,SK,YBB7303,SEKOLAH KEBANGSAAN NG NANSANG,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7303@moe.edu.my,Luar Bandar,SK,39,14,112.621107,1.905412,Primary,Song,P.215 Kapit,N.62 Katibas
1154,PPD SONG,SK,YBB7314,SEKOLAH KEBANGSAAN NG SELIBUT,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7314@moe.edu.my,Luar Bandar,SK,45,11,112.5610667,2.030666667,Primary,Song,P.215 Kapit,N.62 Katibas
1155,PPD SONG,SK,YBB7313,SEKOLAH KEBANGSAAN NG TEMALAT,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7313@moe.edu.my,Luar Bandar,SK,98,14,112.496229,2.023322,Primary,Song,P.215 Kapit,N.62 Katibas
1156,PPD SONG,SK,YBB7306,SEKOLAH KEBANGSAAN TAN SRI DATUK TEMENGGONG JUGAH,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7306@moe.edu.my,Luar Bandar,SK,9,8,112.688876,1.691488,Primary,Song,P.215 Kapit,N.62 Katibas
1157,PPD SONG,SK,YBB7315,SEKOLAH KEBANGSAAN ULU MELIPIS,D/A PEJABAT PENDIDIKAN DAERAH SONG,96850,SONG,TIADA,TIADA,YBB7315@moe.edu.my,Luar Bandar,SK,45,12,112.65489,2.027187,Primary,Song,P.215 Kapit,N.63 Bukit Goram
1158,PPD SRI AMAN,SJKC,YCC2104,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA BANGKONG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YCC2104@moe.edu.my,Luar Bandar,SBK,64,16,111.192681,1.119279,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1159,PPD SRI AMAN,SJKC,YCC2107,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA LINGGA,KAMPUNG LINGGA,94900,LINGGA,1118142315,TIADA,YCC2107@moe.edu.my,Luar Bandar,SBK,85,14,111.169989,1.353609,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1160,PPD SRI AMAN,SJKC,YCC2106,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA PANTU,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,1118141871,1118142645,YCC2106@moe.edu.my,Luar Bandar,SBK,96,16,111.117568,1.141676,Primary,Sri Aman,P.202 Sri Aman,N.30 Balai Ringin
1161,PPD SRI AMAN,SJKC,YCC2103,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA SIMANGGANG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83322207,83325613,YCC2103@moe.edu.my,Luar Bandar,SBK,939,59,111.4655167,1.230916667,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
1162,PPD SRI AMAN,SJKC,YCC2105,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA UNDOP,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YCC2105@moe.edu.my,Luar Bandar,SBK,45,13,111.552869,1.025166,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
1163,PPD SRI AMAN,SK,YBA2109,SEKOLAH KEBANGSAAN ABANG AING,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83322282,83321327,YBA2109@moe.edu.my,Luar Bandar,SK,584,57,111.4596333,1.238416667,Primary,Sri Aman,P.201 Batang Lupar,N.28 Lingga
1164,PPD SRI AMAN,SK,YBB2105,SEKOLAH KEBANGSAAN ABOK,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2105@moe.edu.my,Luar Bandar,SK,77,13,111.016877,1.075562,Primary,Sri Aman,P.202 Sri Aman,N.30 Balai Ringin
1165,PPD SRI AMAN,SR SABK,YCA2101,SEKOLAH KEBANGSAAN AGAMA SRI AMAN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83327852,83327852,YCA2101@moe.edu.my,Luar Bandar,SBK,327,30,111.48195,1.21035,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
1166,PPD SRI AMAN,SK,YBA2117,SEKOLAH KEBANGSAAN APING,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBA2117@moe.edu.my,Luar Bandar,SK,73,13,111.042852,1.082851,Primary,Sri Aman,P.202 Sri Aman,N.30 Balai Ringin
1167,PPD SRI AMAN,SK,YBA2111,SEKOLAH KEBANGSAAN BAKONG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBA2111@moe.edu.my,Luar Bandar,SK,125,19,111.303352,1.330332,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1168,PPD SRI AMAN,SK,YBB2102,SEKOLAH KEBANGSAAN BATU LINTANG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2102@moe.edu.my,Luar Bandar,SK,70,17,111.5552667,1.019033333,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
1169,PPD SRI AMAN,SK,YBA2116,SEKOLAH KEBANGSAAN ENGKRANJI,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBA2116@moe.edu.my,Luar Bandar,SK,18,10,111.184695,1.252437,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1170,PPD SRI AMAN,SK,YBB2101,SEKOLAH KEBANGSAAN GRAN/STUMBIN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83429003,83429004,YBB2101@moe.edu.my,Luar Bandar,SK,164,20,111.385004,1.296913,Primary,Sri Aman,P.201 Batang Lupar,N.28 Lingga
1171,PPD SRI AMAN,SK,YBB2109,SEKOLAH KEBANGSAAN JAONG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2109@moe.edu.my,Luar Bandar,SK,45,14,110.992916,1.13603,Primary,Sri Aman,P.202 Sri Aman,N.30 Balai Ringin
1172,PPD SRI AMAN,SK,YBA2114,SEKOLAH KEBANGSAAN KEM PAKIT,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83322484,83323706,YBA2114@moe.edu.my,Luar Bandar,SK,110,20,111.47695,1.148516667,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1173,PPD SRI AMAN,SK,YBB2113,SEKOLAH KEBANGSAAN KERANGGAS,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2113@moe.edu.my,Luar Bandar,SK,27,8,111.120701,1.210648,Primary,Sri Aman,P.202 Sri Aman,N.30 Balai Ringin
1174,PPD SRI AMAN,SK,YBA2106,SEKOLAH KEBANGSAAN LELA PAHLAWAN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,1118442406,TIADA,YBA2106@moe.edu.my,Luar Bandar,SK,105,21,111.171247,1.353976,Primary,Sri Aman,P.201 Batang Lupar,N.28 Lingga
1175,PPD SRI AMAN,SK,YBB2104,SEKOLAH KEBANGSAAN MELUGU,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2104@moe.edu.my,Luar Bandar,SK,278,27,111.4208833,1.118983333,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1176,PPD SRI AMAN,SK,YBA2103,SEKOLAH KEBANGSAAN MUNGGU BRINGIN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBA2103@moe.edu.my,Luar Bandar,SK,94,13,111.231198,1.119729,Primary,Sri Aman,P.202 Sri Aman,N.31 Bukit Begunan
1177,PPD SRI AMAN,SK,YBB2117,SEKOLAH KEBANGSAAN NG KLASSEN,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,83308121,TIADA,YBB2117@moe.edu.my,Luar Bandar,SK,90,14,111.5487167,1.11425,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
1178,PPD SRI AMAN,SK,YBB2124,SEKOLAH KEBANGSAAN NG SKRANG,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2124@moe.edu.my,Luar Bandar,SK,37,12,111.500233,1.24656,Primary,Lubok Antu,P.203 Lubok Antu,N.33 Engkilili
1179,PPD SRI AMAN,SK,YBB2131,SEKOLAH KEBANGSAAN PAKU,"D/A PEJABAT PENDIDIKAN DAERAH SRI AMAN, TINGKAT 2, WISMA PERSEKUTUAN, JALAN ABANG AING",95007,SRI AMAN,TIADA,TIADA,YBB2131@moe.edu.my,Luar Bandar,SK,74,13,111.594729,1.044704,Primary,Sri Aman,P.202 Sri Aman,N.32 Simanggang
